Name,Pagerank,In-degree Centrality,Out-degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality
"TowerBrook Capital Partners","0.000378260543058","0.00830564784053","0.00830564784053","0.336555627926","4.10495562592e-06","0.0430730492254"
"Anthos Capital","0.000373293817987","0.00830564784053","0.00830564784053","0.35065090404","1.05528685356e-06","0.0430730492254"
"Azini Capital Partners","0.000371473131873","0.00498338870432","0.00498338870432","0.34708064029","5.09275104445e-06","0.0430730492254"
"MissionOG","0.000365542061006","0.00332225913621","0.00332225913621","0.307894116386","0.0","0.0430730492254"
"EchoVC Partners","0.000364501769408","0.00664451827243","0.00664451827243","0.336793140719","2.90980962077e-06","0.0430730492254"
"Long Ridge Equity Partners","0.000364090655512","0.00830564784053","0.00830564784053","0.348347357955","0.0","0.0430730492254"
"Vicente Capital Partners","0.000363782666635","0.00498338870432","0.00498338870432","0.291352796336","0.0","0.0430730492254"
"Conduit Ventures","0.000362570604046","0.00166112956811","0.00166112956811","0.257965340756","0.0","0.0430730492254"
"Capnamic Ventures","0.000362570604046","0.00166112956811","0.00166112956811","0.257965340756","0.0","0.0430730492254"
"Tate & Lyle Ventures","0.000362553468537","0.00166112956811","0.00166112956811","0.25223883742","0.0","0.0430730492254"
"European Equity Partners","0.00036200842768","0.00332225913621","0.00332225913621","0.296052034987","0.0","0.0430730492254"
"Genesys Capital","0.000361449370409","0.00664451827243","0.00664451827243","0.327546932326","4.09850525329e-06","0.0430730492254"
"Rough Draft Ventures","0.000360281111179","0.00830564784053","0.00830564784053","0.352463722599","5.4539337736e-07","0.0430730492254"
"Bayview Capital","0.000359968315517","0.00830564784053","0.00830564784053","0.352724227937","0.0","0.0430730492254"
"Avlar BioVentures","0.000358990724217","0.00498338870432","0.00498338870432","0.314799393403","9.95019375238e-07","0.0430730492254"
"Finaves S.C.R.","0.000356649165066","0.00166112956811","0.00166112956811","0.264836781575","0.0","0.0430730492254"
"EVP Capital Management","0.000356452788204","0.00332225913621","0.00332225913621","0.296235804096","0.0","0.0430730492254"
"XPV Capital","0.000355239191676","0.00166112956811","0.00166112956811","0.275858890404","0.0","0.0430730492254"
"Columbia Partners Private Capital","0.000355041624039","0.00664451827243","0.00664451827243","0.322456675945","3.14410420785e-06","0.0430730492254"
"Vista Equity Partners","0.000353892931146","0.00332225913621","0.00332225913621","0.281389080424","2.99914968324e-06","0.0430730492254"
"Fuel Capital","0.00035143746292","0.00664451827243","0.00664451827243","0.359093965687","0.0","0.0430730492254"
"DoubleRock","0.000350550558055","0.00664451827243","0.00664451827243","0.340396491012","0.0","0.0430730492254"
"Drive Capital","0.000347440834732","0.00332225913621","0.00332225913621","0.281223264819","4.23064380827e-06","0.0430730492254"
"Blackbird Ventures (Australia)","0.00033722850872","0.00664451827243","0.00664451827243","0.355086220535","4.1531343945e-07","0.0430730492254"
"Coyote Ridge Ventures","0.000336931151203","0.00498338870432","0.00498338870432","0.323989056618","0.0","0.0430730492254"
"Environmental Technologies Fund","0.000330765720792","0.00332225913621","0.00332225913621","0.297714211103","0.0","0.0430730492254"
"Blume Ventures","0.000327711972162","0.00332225913621","0.00332225913621","0.336318449893","0.0","0.0430730492254"
"Staley Capital Advisors","0.000327616445638","0.00332225913621","0.00332225913621","0.301475603537","0.0","0.0430730492254"
"Amgen Ventures","0.00032433612106","0.00498338870432","0.00498338870432","0.340882771713","0.0","0.0430730492254"
"Augment Investments","0.000324313241226","0.00332225913621","0.00332225913621","0.294590049629","0.0","0.0430730492254"
"Munich Venture Partners","0.000323948889339","0.00498338870432","0.00498338870432","0.339911595726","5.22875741918e-07","0.0430730492254"
"Meridian Venture Partners","0.000322951364164","0.00166112956811","0.00166112956811","0.273018238214","0.0","0.0430730492254"
"Cycle Capital","0.000321272554721","0.00332225913621","0.00332225913621","0.301666169658","0.0","0.0430730492254"
"ESB Novusmodus","0.000319337711514","0.00332225913621","0.00332225913621","0.340882771713","0.0","0.0430730492254"
"Social Venture Fund","0.000318744382125","0.00332225913621","0.00332225913621","0.29531923292","0.0","0.0430730492254"
"Mobility Ventures","0.000314996808216","0.00332225913621","0.00332225913621","0.303585165648","0.0","0.0430730492254"
"Dynamics Venture Capital Fund","0.000311714901554","0.00166112956811","0.00166112956811","0.28457714991","0.0","0.0430730492254"
"Medicis Capital","0.000310205122321","0.00166112956811","0.00166112956811","0.279248613457","0.0","0.0430730492254"
"SeedRocket","0.000309980179921","0.00332225913621","0.00332225913621","0.31090285368","0.0","0.0430730492254"
"Arsenal Venture Partners","0.000307735982531","0.00166112956811","0.00166112956811","0.276658481391","0.0","0.0430730492254"
"Connect Ventures","0.000305694468211","0.00332225913621","0.00332225913621","0.330038644812","0.0","0.0430730492254"
"Covington Funds","0.000305396240754","0.00166112956811","0.00166112956811","0.280397109517","0.0","0.0430730492254"
"Wing VC","0.000305224452586","0.00332225913621","0.00332225913621","0.345072943166","0.0","0.0430730492254"
"Priveq Investment","0.000304127942428","0.00166112956811","0.00166112956811","0.281555091681","0.0","0.0430730492254"
"New Brunswick Innovation Foundation","0.000301499352156","0.00166112956811","0.00166112956811","0.295136598886","0.0","0.0430730492254"
"BEST Funds","0.000301499352156","0.00166112956811","0.00166112956811","0.295136598886","0.0","0.0430730492254"
"Wasabi Ventures","0.000301005818285","0.00166112956811","0.00166112956811","0.289233866908","0.0","0.0430730492254"
"Aurelia Private Equity","0.000298573739955","0.00166112956811","0.00166112956811","0.2984589621","0.0","0.0430730492254"
"Dell Ventures","0.000296026772142","0.00166112956811","0.00166112956811","0.284407556853","0.0","0.0430730492254"
"EC1 Capital Ltd","0.000295133239689","0.00166112956811","0.00166112956811","0.298086121423","0.0","0.0430730492254"
"PALgenesis","0.00029504244342","0.00166112956811","0.00166112956811","0.287838287333","0.0","0.0430730492254"
"Austral Capital","0.000294009007954","0.00166112956811","0.00166112956811","0.29064304531","0.0","0.0430730492254"
"Actis","0.000291229802374","0.00166112956811","0.00166112956811","0.303392168086","0.0","0.0430730492254"
"Neo Technology Ventures","0.000290399117164","0.00166112956811","0.00166112956811","0.309290914063","0.0","0.0430730492254"
"Fir Capital","0.000290343112008","0.00166112956811","0.00166112956811","0.332568557769","0.0","0.0430730492254"
"T2 Venture Capital","0.000289720262912","0.00166112956811","0.00166112956811","0.322238946927","0.0","0.0430730492254"
"Sierra Maya Ventures","0.00028937605218","0.00166112956811","0.00166112956811","0.318582029639","0.0","0.0430730492254"
"Red Sea Venture Partners","0.000289130551682","0.00166112956811","0.00166112956811","0.30552873265","0.0","0.0430730492254"
"Primary Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"INTEC IT Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Palamon Capital Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"CentreStone Ventures","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Imperious Group","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Quorum Group","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Chrysalix EVC","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Burch Creative Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Linseed Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"San Francisco Equity Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Silas Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Foragen Technologies Management","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Serra Ventures","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Rivers Capital Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Confrapar","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Lyceum Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"NVM Private Equity","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Axon Partners Group","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Sirius Venture Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Leonardo Venture","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Bestport Ventures","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Matrix Partners India","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"YJ Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Mobeus Equity Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Advantage Creative Fund","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Formula VC","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Adventure Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"TriStar Technology Ventures","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Extremadura Avante","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"SocialStarts","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"HgCapital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Earthrise Capital Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Cleantech Ventures","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Epiphany Ventures","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Longbow Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"India Quotient","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"AXM Venture Capital Limited","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Investor AB","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Clave Mayor","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Core VC","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"GENIUS Venture Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Seed Capital de Bizkaia","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Genwealth Venture Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Yuuwa Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Gamma Capital Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"appWorks Ventures","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Marlin Equity Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Aleph","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"ECI Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Next Wave Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Elevate Ventures","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"NorthEdge Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"CVC Capital Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Shackleton Ventures","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Nazca Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Synova Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Speedinvest","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Ariadne Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Zukunftsfonds Heilbronn (ZFHN)","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Intelligent Venture Capital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Oasis 500","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"Aquarius Equity Partners","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"NCT Ventures","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
"e.Bricks Digital","0.000273423259205","0.0","0.0","0.0","0.0","0.0"
